sentence,likelihood
How did this happen?,-11.98046875
"Mom, no.",-11.98046875
I don't.,-11.98046875
"Well, whatever.",-11.9814453125
Nice.,-11.984375
The U.,-11.98828125
What the hell are you doing here?,-11.990234375
"You know, Mr.",-11.99169921875
I'm really tired.,-11.9921875
I'm pretty.,-11.9921875
Can I have some?,-11.9921875
I'm not interested.,-11.9921875
"Yeah, no problem.",-11.9921875
You're lying.,-11.9921875
Good for you!,-11.99560546875
Let's see.,-11.99609375
"Dad, what are you doing?",-11.99609375
Don't talk to me.,-11.9984130859375
You too!,-12.0
But wait!,-12.0
When?,-12.0
What do you like?,-12.0009765625
What are you trying to say?,-12.001708984375
I have nothing to wear.,-12.001953125
"Mom, seriously?",-12.00390625
What is your problem?,-12.00390625
How would you know?,-12.00390625
What did I do wrong?,-12.0078125
Who's this guy?,-12.0078125
"No, Mr.",-12.0107421875
Moooom!,-12.01171875
I don't need this.,-12.01171875
Bring it on!,-12.01171875
What now?,-12.015625
Can I go?,-12.015625
Whaa?,-12.015625
You sure?,-12.015625
You idiot!,-12.015625
Is that true?,-12.015625
It's alright.,-12.015625
I can do this.,-12.015625
What should I wear?,-12.01953125
"Oh, that's great.",-12.01953125
"Oh, yeah, yeah.",-12.021484375
"Mommy, what's that?",-12.0224609375
Can I give you a hug?,-12.0224609375
"Oh, oh!",-12.0234375
Where's the beef?,-12.0234375
"Oh, don't worry about it.",-12.02703857421875
"Oh, that's nice.",-12.02734375
I don't like that.,-12.02734375
I don't feel good.,-12.02734375
"Fine, whatever.",-12.02734375
What's goin' on?,-12.03125
Goodbye.,-12.03125
Er.,-12.03125
Mikey!,-12.03125
Grow up!,-12.03125
Sh!,-12.03125
"Oh, what's that?",-12.03125
That's good.,-12.03515625
What are you doing this summer?,-12.03662109375
"Yeah, yeah, whatever.",-12.037109375
"Oh, thanks.",-12.0390625
What are you looking at me for?,-12.03955078125
Mwah!,-12.041015625
Unbelievable.,-12.0439453125
What are they?,-12.046875
I was there.,-12.046875
Good job!,-12.046875
Get off me!,-12.046875
You see?,-12.046875
Chris!,-12.046875
Good luck!,-12.046875
I love him.,-12.046875
Where are you taking me?,-12.048828125
Do you know what time it is?,-12.0499267578125
"No way, man.",-12.05078125
"Mom, I'm fine.",-12.05078125
Why'd you do that?,-12.052734375
What happened to your face?,-12.0546875
What are you doing with your life?,-12.05615234375
How could you do that?,-12.056640625
How can I help you?,-12.05859375
I don't like it.,-12.05859375
Who is this person?,-12.05859375
What did you do today?,-12.060546875
"Whoa, whoa!",-12.061279296875
"No, I don't.",-12.0614013671875
What about it?,-12.0625
Heh.,-12.0625
Do it!,-12.0625
I hate this.,-12.0625
What time?,-12.0625
"Hey, look at me!",-12.0625
I'm not going anywhere.,-12.0625
Is this it?,-12.06640625
How is that possible?,-12.06640625
Why are you like this?,-12.06640625
This is my life.,-12.06640625
Do you think I'm pretty?,-12.0703125
Where've you been?,-12.073974609375
I don't know why.,-12.07421875
Sit down.,-12.07421875
I don't want to do this.,-12.076171875
Look at that!,-12.078125
What's new?,-12.078125
How many?,-12.078125
Hi there!,-12.078125
Where do you work?,-12.080078125
"Oh, that's cute.",-12.08203125
Here I am.,-12.083984375
"Hey, wait a minute.",-12.083984375
Is everything okay?,-12.0859375
Where was I?,-12.0859375
Gross!,-12.0859375
What the hell was that?,-12.0859375
It's easy.,-12.0859375
"Hey, Dad.",-12.0859375
Do you want this?,-12.0859375
Do you think I'm fat?,-12.0859375
I'm not doing this.,-12.0859375
Are you sick?,-12.08740234375
I don't need you.,-12.08984375
"Dude, what are you doing?",-12.09228515625
Welcome back!,-12.09375
"No, you can't.",-12.09375
Ewww!,-12.09375
Marry me!,-12.0947265625
What the heck are you doing?,-12.0947265625
"What are you, crazy?",-12.09521484375
Are you out of your mind?,-12.097412109375
I don't know what it is.,-12.099609375
I can't believe this.,-12.1005859375
"Oh, dear.",-12.1015625
Is this for me?,-12.1015625
You're a man.,-12.1015625
Great idea!,-12.1015625
"Yeah, baby.",-12.1015625
What is this thing?,-12.1015625
I'm a woman.,-12.1015625
Yikes!,-12.1015625
Too bad.,-12.1015625
I'm dying.,-12.1015625
Are you done yet?,-12.10693359375
I told you!,-12.109375
You want what?,-12.109375
Y'all!,-12.109375
Meow!,-12.109375
What do you want to talk about?,-12.11083984375
"Yo, Mr.",-12.112548828125
Let's do it!,-12.11328125
I don't know what's going on.,-12.11328125
Are you married?,-12.11474609375
"No, I don't want to.",-12.1160888671875
Whaat?,-12.1171875
I'm going.,-12.1171875
What are you doing that for?,-12.11865234375
What are you doing home?,-12.11865234375
What are they talking about?,-12.120361328125
Hurry!,-12.125
Yahoo!,-12.125
Where you from?,-12.125
"Oh, whatever.",-12.125
What's all this?,-12.125
Can I tell you something?,-12.126220703125
This is so great!,-12.12890625
I don't have time for this.,-12.12890625
Him?,-12.1328125
I see you.,-12.1328125
What's that noise?,-12.1328125
Hang on.,-12.1337890625
Grandma!,-12.134765625
"Oh, what are you doing?",-12.134765625
"No, you don't.",-12.1356201171875
How old is he?,-12.13671875
You want to do what?,-12.13671875
What for?,-12.13671875
This is cool.,-12.13671875
What do you want to do tonight?,-12.1376953125
I'm exhausted.,-12.140625
Mm.,-12.140625
I'm not doing it.,-12.140625
Move!,-12.140625
How come?,-12.140625
What the fuck are you doing?,-12.1416015625
"Well, what are you going to do?",-12.141632080078125
Don't you understand?,-12.1429443359375
Back off!,-12.14453125
This is fine.,-12.14453125
"Oh, that's so cute!",-12.14453125
"Okay, guys.",-12.1455078125
"Okay, good.",-12.1455078125
Why are you staring at me?,-12.1455078125
Already?,-12.1484375
I'm 16.,-12.1484375
"Oh, Mom!",-12.1484375
I'm so happy!,-12.1484375
What is this place?,-12.1484375
You wouldn't understand.,-12.1492919921875
What do you expect?,-12.1494140625
"You're joking, right?",-12.14990234375
What can I do for you?,-12.15087890625
Y'know what?,-12.151123046875
What's in the bag?,-12.15234375
Psst!,-12.15234375
What's wrong with him?,-12.15234375
Homework?,-12.15234375
Whatcha doin'?,-12.153076171875
What're you talking about?,-12.155517578125
"Oh, thank God.",-12.15625
"Well, what do you want?",-12.15625
I guess so.,-12.15625
Bob!,-12.15625
How long?,-12.15625
Follow me.,-12.15625
"Whatever, Mom.",-12.16015625
"Yeah, what?",-12.1640625
How you doing?,-12.1640625
Uhhhh.,-12.1640625
What are you staring at?,-12.16412353515625
"I don't know, Mom.",-12.16796875
Let's be friends.,-12.16796875
That's nothing.,-12.16796875
What am I doing here?,-12.17034912109375
You know what would be awesome?,-12.171875
You're leaving?,-12.171875
Welp!,-12.171875
Why are you like that?,-12.171875
Sarah!,-12.171875
How'd you do that?,-12.171875
Get out of my room!,-12.171875
Yuck!,-12.171875
Are you happy?,-12.17333984375
How do you do it?,-12.173828125
"Hey, Ms.",-12.174072265625
"Hello, how are you?",-12.175048828125
Is this okay?,-12.17578125
That's funny.,-12.17578125
That's not true.,-12.17578125
"No, you're wrong.",-12.17578125
What are you drawing?,-12.17724609375
Where's my money?,-12.1796875
Can't you see?,-12.1796875
You're a girl.,-12.1796875
Fuck it.,-12.1796875
"Hey, hey!",-12.1796875
Big deal.,-12.1796875
It's me.,-12.1796875
What are you doing in my house?,-12.18115234375
You know what would be fun?,-12.181640625
Do you want to go?,-12.18359375
"Yeah, Mr.",-12.18359375
"Okay, look.",-12.1845703125
"Um, hi.",-12.1865234375
I'm dead.,-12.1875
Go home.,-12.1875
Bill!,-12.1875
I'm a Christian.,-12.1875
I like it.,-12.1875
Is that.,-12.1875
Ouch!,-12.1875
Where are you guys going?,-12.1875
I don't know if I can do this.,-12.1875
Steve!,-12.1875
This is good.,-12.19140625
I don't have time.,-12.19140625
"No, Dad.",-12.19140625
Get me out of here!,-12.19140625
"Uh, okay.",-12.193359375
What do you wanna do?,-12.1943359375
Do you want some?,-12.1953125
Screw it.,-12.1953125
God bless you.,-12.1953125
Come over here.,-12.1953125
Ahhhhh!,-12.1953125
"No, no, no, no, no.",-12.197265625
Can you do me a favor?,-12.1982421875
How do I look?,-12.19921875
blah blah blah.,-12.19921875
This is weird.,-12.19921875
What are we talking about?,-12.19970703125
"Well, what?",-12.2001953125
How cute!,-12.203125
Kids!,-12.203125
Jane!,-12.203125
There you are!,-12.203125
I see.,-12.203125
Where you at?,-12.203125
I'm an adult.,-12.203125
Don't be ridiculous.,-12.2054443359375
Aren't you excited?,-12.2059326171875
"No way, dude.",-12.20703125
Who's that guy?,-12.20703125
I'm gonna kill you!,-12.20703125
What is she doing?,-12.20703125
Mooom!,-12.2109375
Daaaad!,-12.2109375
You're stupid.,-12.2109375
I don't want to talk about it.,-12.2109375
It's all good.,-12.2109375
"Mom, what?",-12.21484375
"Mom, please.",-12.21484375
Jeff!,-12.21875
You're cute.,-12.21875
"But, but.",-12.21875
Jennifer!,-12.21875
Who's there?,-12.21875
You're wearing that?,-12.21875
"Oh, no problem.",-12.21875
M.,-12.21875
Whatcha doing?,-12.2197265625
Don't look at me like that.,-12.2205810546875
Why would you think that?,-12.22265625
"I'm sorry, Mr.",-12.224853515625
Are you sure about this?,-12.22998046875
Ach!,-12.234375
Sister!,-12.234375
"Thanks, Mom.",-12.234375
How can this be?,-12.234375
Pick me!,-12.234375
"Hi, what's your name?",-12.2353515625
Can I talk to you for a second?,-12.236083984375
"Whoa, what?",-12.23828125
"Mom, don't worry.",-12.238525390625
What the hell is going on?,-12.23876953125
Give me a break.,-12.240234375
"Yeah, Mom.",-12.2421875
"Hey, I like you.",-12.2421875
Where did this come from?,-12.243377685546875
Who are all these people?,-12.244140625
"Okay, I get it.",-12.2470703125
"Well, what happened?",-12.2470703125
How could you do this?,-12.248046875
"Yeah, so what?",-12.25
J.,-12.25
Darn it!,-12.25
Noooooooo!,-12.25
And.,-12.25
Mamma!,-12.25
Wassup?,-12.25
Screw you.,-12.25
Michael!,-12.25
I'm white.,-12.25
You're what?,-12.25
Happy Valentine's Day!,-12.2506103515625
Are you a virgin?,-12.25146484375
Why didn't you call me?,-12.2525634765625
Why are you talking like that?,-12.25390625
You know what I'm going to do?,-12.254638671875
What are you drinking?,-12.25537109375
Where's my phone?,-12.2578125
I'm going home.,-12.2578125
I'm your mother.,-12.2578125
Noo!,-12.2578125
"Hey, buddy.",-12.2578125
"Oh, wait a minute.",-12.26171875
Do you know what you're doing?,-12.263671875
Isn't this fun?,-12.26495361328125
Where are we?,-12.265625
Just go.,-12.265625
Justin!,-12.265625
Honestly?,-12.265625
This sucks.,-12.265625
I like him.,-12.265625
Over here!,-12.265625
Emily!,-12.265625
Money?,-12.265625
I'm a feminist.,-12.265625
Mike!,-12.265625
Is that for me?,-12.265625
Do you need anything?,-12.265625
How do you feel?,-12.267578125
Are you listening to me?,-12.26806640625
"Well, let's see.",-12.2685546875
That's disgusting!,-12.26953125
I'm Dr.,-12.2724609375
"Oh, guess what?",-12.2724609375
Bring it!,-12.2734375
"Oh, hello.",-12.2734375
What about us?,-12.2734375
Gee.,-12.2734375
You know what we should do?,-12.2734375
What about him?,-12.2734375
Mmm-hmm.,-12.275390625
What in the world are you talking about?,-12.27642822265625
I don't care what you think.,-12.27734375
"No, I'm fine.",-12.27734375
What's my problem?,-12.27734375
How much do you weigh?,-12.2783203125
Holy smokes!,-12.27862548828125
I didn't do anything.,-12.27923583984375
"All right, Mr.",-12.279296875
Danny!,-12.28125
"Oh, all right.",-12.28125
Hi everyone!,-12.28125
"Yeah, OK.",-12.28125
Emma!,-12.28125
Mummy!,-12.28125
I'll be right there.,-12.28125
Why should I?,-12.2822265625
Did you see this?,-12.2822265625
How do you do this?,-12.283203125
"OK, OK.",-12.28515625
Can you believe that?,-12.28515625
"You know I love you, right?",-12.28515625
Challenge accepted!,-12.2880859375
I'm so scared.,-12.2890625
It's on!,-12.2890625
How is this possible?,-12.2890625
"Yeah, why?",-12.2890625
"What's up, guys?",-12.29296875
This is terrible.,-12.29296875
I just can't.,-12.2933349609375
I can't go.,-12.2958984375
"What, why?",-12.296875
Can I take your picture?,-12.296875
You know what I want?,-12.296875
Joey!,-12.296875
What did you do that for?,-12.2978515625
Get away from me!,-12.2978515625
"Go, go, go!",-12.2998046875
I don't know about that.,-12.30078125
Why are you asking me?,-12.3046875
Amazing!,-12.3046875
I'm an artist.,-12.3046875
You're fine.,-12.3046875
It's not that.,-12.3046875
Gasp!,-12.3046875
Did you do this?,-12.3056640625
That's stupid.,-12.30859375
Do you have a boyfriend?,-12.30859375
Why are you smiling?,-12.30859375
"Oh, that's cool.",-12.30859375
Why are you leaving?,-12.30859375
How was it?,-12.30859375
It is.,-12.3125
"Hey, what's this?",-12.3125
Amanda!,-12.3125
Tell me about yourself.,-12.3125
David!,-12.3125
Bonjour!,-12.3125
Keep going!,-12.3125
What do you think of this?,-12.3134765625
Are you scared?,-12.31396484375
Don't worry about me.,-12.3148193359375
Don't do it.,-12.3148193359375
You know what I need?,-12.31640625
How was your weekend?,-12.31640625
Why are you asking?,-12.31640625
"Thanks, but no thanks.",-12.31640625
"Well, what is it?",-12.3173828125
What did you eat?,-12.318359375
"Yeah, honey.",-12.3203125
"Well, guess what?",-12.3232421875
Are you mad at me?,-12.323486328125
Aaaah!,-12.32421875
Come on down!,-12.32421875
"Yeah, you know.",-12.328125
Math?,-12.328125
I've had enough.,-12.328125
Perfect!,-12.328125
"Umm, what?",-12.328125
Maria!,-12.328125
Why did you do this?,-12.328125
Check this out!,-12.3291015625
Are you cool?,-12.32958984375
What'd you do?,-12.33203125
Heeey!,-12.33203125
How much does it cost?,-12.333984375
Just be yourself.,-12.3359375
I'm busy.,-12.3359375
So where are you from?,-12.3369140625
Are you ready for this?,-12.33740234375
What are you going to do now?,-12.337890625
ZOMG!,-12.3385009765625
Don't I know you from somewhere?,-12.3404541015625
"Whatever, Mr.",-12.341796875
I'll see you tomorrow.,-12.3427734375
Do you know what?,-12.34375
Dave!,-12.34375
Geez.,-12.34375
Jessica!,-12.34375
Da!,-12.34375
I hate it.,-12.34375
H.,-12.34375
Is this real?,-12.34375
Nooooooo!,-12.34375
There.,-12.34375
It's not a big deal.,-12.34423828125
What are you on about?,-12.34521484375
Where are you at?,-12.34765625
How was school?,-12.34765625
You know what's weird?,-12.34765625
"Oh, this is great.",-12.34765625
I just don't get it.,-12.3486328125
So what do you think?,-12.3505859375
Open it!,-12.3515625
"Oh, how cute!",-12.3515625
What do you see?,-12.3525390625
Are you freaking kidding me?,-12.3544921875
That's so weird.,-12.35546875
"Cool story, bro.",-12.35546875
Aaaaah!,-12.35546875
Know what?,-12.35546875
Oh boy!,-12.359375
Ryan!,-12.359375
What's your sign?,-12.359375
You're mean!,-12.359375
Hmmmm.,-12.359375
Please stop.,-12.359375
Woooo!,-12.359375
Does it matter?,-12.359375
What's wrong with this?,-12.359375
You're a guy.,-12.359375
What are you going to be for Halloween?,-12.36126708984375
How did you get that?,-12.361328125
What are you afraid of?,-12.363037109375
"OK, great.",-12.36328125
What's that sound?,-12.36328125
Think about it.,-12.36328125
You didn't?,-12.3668212890625
"OK, you know what?",-12.3671875
You're my friend.,-12.3671875
Knock it off!,-12.3680419921875
What are you doing over here?,-12.36865234375
Nuh-uh.,-12.371826171875
"Wow, Mr.",-12.37255859375
"Don't worry, honey.",-12.3734130859375
It'll be fine.,-12.375
What's your deal?,-12.375
Tell me.,-12.375
People!,-12.375
Mommm!,-12.375
What movie?,-12.375
Whoops!,-12.375
T.,-12.375
L.,-12.375
Now?,-12.375
"What's wrong, honey?",-12.375
Excuse you?,-12.3763427734375
Don't be stupid.,-12.3773193359375
That's me!,-12.37890625
You OK?,-12.37890625
Does this dress make me look fat?,-12.3807373046875
I'm late.,-12.3828125
"Like, whatever.",-12.3828125
Get out of my face!,-12.3828125
How can you do this?,-12.3828125
"Mom, are you okay?",-12.3837890625
Are you mad?,-12.38427734375
"Hi, who are you?",-12.384765625
Why are we doing this?,-12.38671875
Isn't it great?,-12.38995361328125
Where's your dad?,-12.390625
Word.,-12.390625
Shawn!,-12.390625
Sheesh!,-12.390625
Get a life.,-12.390625
I did.,-12.390625
It's not that bad.,-12.390625
How much is it?,-12.390625
What does it matter?,-12.390625
This is who I am.,-12.3916015625
Hold on a second.,-12.39453125
"Mommy, what's wrong?",-12.3974609375
How about this?,-12.3984375
Is this you?,-12.3984375
You look great!,-12.3984375
You're an idiot.,-12.3984375
Where's your mom?,-12.3984375
It's free!,-12.3984375
Nooooooooo!,-12.3984375
Julie!,-12.3984375
Chill.,-12.3984375
Where the hell have you been?,-12.398681640625
I didn't do it.,-12.40032958984375
Prove it.,-12.40234375
Who the hell is this?,-12.40234375
Yaaay!,-12.40234375
Do you know who this is?,-12.4033203125
I can do that.,-12.40625
I need help.,-12.40625
P.,-12.40625
Psh.,-12.40625
Tony!,-12.40625
Is this for real?,-12.40625
K.,-12.40625
One.,-12.40625
Don't call me.,-12.4066162109375
I can't take it anymore.,-12.4091796875
I know who you are.,-12.4091796875
Why are you still here?,-12.41015625
That's all?,-12.41015625
What are we doing tonight?,-12.4140625
You're wrong.,-12.4140625
You fool!,-12.4140625
No biggie.,-12.4140625
Haven't you heard?,-12.41461181640625
What are you doin'?,-12.41552734375
When's your birthday?,-12.41796875
"Well, um.",-12.4189453125
Are you on drugs?,-12.41943359375
Are you sure you want to do that?,-12.41943359375
"Aw, man.",-12.419921875
I'm Mr.,-12.419921875
What in the world are you doing?,-12.42138671875
"Come on, baby.",-12.421875
You're serious?,-12.421875
You do?,-12.421875
Awwwww!,-12.421875
"Oh no, not again!",-12.421875
Hola!,-12.421875
"Yeah, I'm fine.",-12.421875
Whaaa?,-12.421875
Hey girls!,-12.421875
How can I help?,-12.421875
George!,-12.421875
I'm thirsty.,-12.421875
You know what's cool?,-12.42578125
This is insane.,-12.42578125
I don't even know.,-12.42578125
"No, baby.",-12.42578125
"Well, what are you doing?",-12.4267578125
What are you on?,-12.42724609375
"Whoa, what's going on?",-12.42724609375
Pardon me?,-12.427734375
Stop that!,-12.4296875
Thank you very much.,-12.43017578125
